"time_value","geo_type","geo_value","rsv_pct_positive","flu_pct_positive","sarscov2_pct_positive","Season"
"2023-05-06","province","qc",1.3,3.2,8.49,"2022-2023"
"2023-01-07","province","bc",14.23,4.66,14.16,"2022-2023"
"2022-10-15","province","on",2.46,1.89,17.02,"2022-2023"
"2023-05-13","province","on",0.48,1.82,8.64,"2022-2023"
"2023-01-07","region","prairies",15.96,3.22,11.46,"2022-2023"
"2023-02-11","region","atlantic",7.42,0.13,18.18,"2022-2023"
"2023-02-11","region","prairies",7.17,1.45,8.4,"2022-2023"
"2023-05-20","province","on",0.54,1.95,8.51,"2022-2023"
"2022-10-08","nation","ca",2.44,1.02,15.06,"2022-2023"
"2023-01-14","province","bc",12.75,2.19,12.93,"2022-2023"
"2023-05-20","province","bc",0.4,0.4,13.53,"2022-2023"
"2022-10-08","province","bc",0.95,1.85,13.01,"2022-2023"
"2023-05-20","nation","ca",0.61,2.06,9.33,"2022-2023"
"2023-01-14","nation","ca",9.12,2.29,13.41,"2022-2023"
"2023-05-13","region","territories",10.53,9.77,2.11,"2022-2023"
"2022-10-08","region","atlantic",2.95,0.24,20.91,"2022-2023"
"2022-10-08","province","on",1.92,1.07,14.46,"2022-2023"
"2023-05-13","region","prairies",0.28,2.89,9.14,"2022-2023"
"2023-05-13","region","atlantic",1.28,0.54,15.68,"2022-2023"
"2022-10-08","province","qc",8.92,0.21,13.44,"2022-2023"
"2023-01-07","region","territories",3.05,9.15,13.77,"2022-2023"
"2023-02-11","region","territories",10.83,0,9.65,"2022-2023"
"2023-05-13","province","qc",1.08,2.74,8.32,"2022-2023"
"2023-06-03","region","territories",4.61,9.87,0,"2022-2023"
"2023-01-21","province","qc",6.5,2.75,10.7,"2022-2023"
"2023-01-07","nation","ca",10.4,4.66,15.09,"2022-2023"
"2022-09-10","region","prairies",0.52,0.23,15.42,"2022-2023"
"2023-07-08","region","territories",1.59,1.59,2.41,"2022-2023"
"2023-07-08","region","prairies",0.07,0.68,3.01,"2022-2023"
"2023-07-08","region","atlantic",0.95,0.28,9.14,"2022-2023"
"2023-07-08","province","qc",0.51,0.41,5.58,"2022-2023"
"2022-09-10","region","atlantic",0.64,0,22.81,"2022-2023"
"2023-07-08","province","on",0.28,0.57,5.47,"2022-2023"
"2023-07-08","province","bc",0.17,0.96,9.95,"2022-2023"
"2023-01-28","province","bc",13.25,1.17,9.07,"2022-2023"
"2023-01-28","province","on",4.62,0.72,13.27,"2022-2023"
"2023-07-08","nation","ca",0.33,0.59,5.75,"2022-2023"
"2023-07-01","region","territories",1.43,0,0,"2022-2023"
"2023-07-01","region","prairies",0.06,0.66,3.94,"2022-2023"
"2022-09-10","region","territories",5.81,0,10.86,"2022-2023"
"2023-02-04","province","qc",5.72,1.62,10.53,"2022-2023"
"2023-07-01","region","atlantic",0.68,0.23,7.82,"2022-2023"
"2023-07-01","province","qc",0.7,0.72,5.83,"2022-2023"
"2023-02-04","province","on",3.78,0.8,12.57,"2022-2023"
"2022-09-10","province","qc",2.71,0.12,12.4,"2022-2023"
"2022-09-17","nation","ca",1.05,0.25,12.73,"2022-2023"
"2023-07-15","region","territories",1.52,1.52,0,"2022-2023"
"2023-07-22","region","prairies",0.17,0.23,5.08,"2022-2023"
"2023-07-22","region","atlantic",0.55,0.33,8.91,"2022-2023"
"2023-07-22","province","qc",1.29,0.37,6.9,"2022-2023"
"2022-09-10","nation","ca",1.12,0.18,13.07,"2022-2023"
"2023-07-22","province","on",0.38,0.72,7.47,"2022-2023"
"2023-07-22","province","bc",0.14,1.11,8.17,"2022-2023"
"2023-07-22","nation","ca",0.48,0.54,6.94,"2022-2023"
"2022-09-10","province","bc",0.73,0.29,7.44,"2022-2023"
"2023-07-15","nation","ca",0.38,0.8,6.14,"2022-2023"
"2023-01-28","province","qc",5.81,1.46,9.48,"2022-2023"
"2023-07-15","region","prairies",0.17,0.52,3.57,"2022-2023"
"2023-07-15","region","atlantic",0.19,0.09,10.13,"2022-2023"
"2023-07-15","province","qc",0.81,0.27,5.38,"2022-2023"
"2023-07-15","province","on",0.38,1.38,7.26,"2022-2023"
"2022-09-10","province","on",1,0.18,12.04,"2022-2023"
"2023-07-15","province","bc",0.24,1.56,8.24,"2022-2023"
"2023-07-01","province","on",0.38,0.45,5.44,"2022-2023"
"2023-01-28","nation","ca",7.97,1.06,11.35,"2022-2023"
"2022-09-24","province","qc",5.56,0.26,13.36,"2022-2023"
"2023-06-10","region","territories",4.55,1.82,1.39,"2022-2023"
"2023-06-17","province","on",0.14,0.97,7.09,"2022-2023"
"2022-09-17","region","territories",2.46,0.82,13.2,"2022-2023"
"2023-06-17","province","bc",0.17,1.25,9.51,"2022-2023"
"2023-06-17","nation","ca",0.32,1.04,6.69,"2022-2023"
"2022-09-24","nation","ca",1.4,0.5,13.61,"2022-2023"
"2023-01-21","region","atlantic",8.67,1.2,17.29,"2022-2023"
"2023-02-04","region","prairies",10.04,1.36,8.89,"2022-2023"
"2023-06-10","region","prairies",0.23,0.93,4.81,"2022-2023"
"2023-01-21","region","prairies",12.38,1.41,9.01,"2022-2023"
"2023-06-10","region","atlantic",0.64,0.19,15.17,"2022-2023"
"2022-09-24","province","bc",0.33,1.25,6.99,"2022-2023"
"2023-06-10","province","qc",0.55,1.54,7.42,"2022-2023"
"2023-06-10","province","on",0.27,1.66,6.34,"2022-2023"
"2022-09-24","province","on",0.98,0.38,12.35,"2022-2023"
"2023-06-10","province","bc",0.39,1.8,8.89,"2022-2023"
"2023-06-10","nation","ca",0.41,1.31,7.44,"2022-2023"
"2023-06-17","province","qc",0.75,1.39,5.7,"2022-2023"
"2022-09-17","region","prairies",0.66,0.17,16.2,"2022-2023"
"2023-07-01","province","bc",0.17,1.66,8.7,"2022-2023"
"2023-06-24","province","on",0.12,0.88,6.36,"2022-2023"
"2023-07-01","nation","ca",0.37,0.71,5.79,"2022-2023"
"2022-09-17","province","bc",0.38,0.22,6.7,"2022-2023"
"2023-06-24","region","territories",0,1.39,3.09,"2022-2023"
"2023-06-24","region","prairies",0.13,0.44,3.98,"2022-2023"
"2023-06-24","region","atlantic",0.62,0.14,11.19,"2022-2023"
"2022-09-17","province","on",0.6,0.33,12.72,"2022-2023"
"2023-06-24","province","qc",0.69,1.2,5.41,"2022-2023"
"2022-09-17","province","qc",3.51,0.23,12.17,"2022-2023"
"2023-06-17","region","atlantic",0.54,0.54,12.45,"2022-2023"
"2023-01-21","region","territories",11.11,0,8.42,"2022-2023"
"2023-02-04","region","atlantic",7.91,0.25,18.95,"2022-2023"
"2023-06-24","province","bc",0.46,2.25,8.01,"2022-2023"
"2023-06-24","nation","ca",0.34,0.95,6.18,"2022-2023"
"2023-06-17","region","territories",0,5.05,3.73,"2022-2023"
"2022-09-17","region","atlantic",0.97,0.12,18.93,"2022-2023"
"2023-06-17","region","prairies",0.19,0.78,4.26,"2022-2023"
"2023-05-06","province","on",0.5,2.06,8.48,"2022-2023"
"2023-02-18","province","qc",3.64,1.36,11.17,"2022-2023"
"2022-09-03","region","territories",7.83,0,9.27,"2022-2023"
"2022-12-10","province","on",7.62,13.16,12.3,"2022-2023"
"2022-11-12","province","on",7.01,13.32,13.83,"2022-2023"
"2023-04-01","region","prairies",1.26,1.33,10.22,"2022-2023"
"2022-11-12","province","qc",16.88,7.54,10.58,"2022-2023"
"2022-12-10","province","qc",6.37,25.25,13.37,"2022-2023"
"2023-03-11","province","bc",5.19,1.46,11.28,"2022-2023"
"2023-04-01","region","atlantic",2.41,0.66,16.47,"2022-2023"
"2022-11-12","region","atlantic",9.16,11.43,14.36,"2022-2023"
"2023-03-11","province","on",1.4,0.98,11.34,"2022-2023"
"2022-12-10","region","atlantic",5.77,28.55,13.82,"2022-2023"
"2022-11-12","region","prairies",3.49,27.97,13.92,"2022-2023"
"2023-04-01","province","qc",1.88,4.91,9.38,"2022-2023"
"2022-12-10","province","bc",8.78,19.09,12.25,"2022-2023"
"2022-11-12","region","territories",1.84,19.63,6.86,"2022-2023"
"2023-04-01","province","on",0.88,1.73,9.94,"2022-2023"
"2022-12-10","nation","ca",7.36,21.01,12.63,"2022-2023"
"2023-03-11","province","qc",2.67,2.53,10.52,"2022-2023"
"2023-03-11","nation","ca",2.82,1.4,11.43,"2022-2023"
"2023-04-01","region","territories",6.72,12.61,6.78,"2022-2023"
"2023-04-01","province","bc",2.85,0.83,15.86,"2022-2023"
"2023-04-08","province","on",0.64,1.89,9.28,"2022-2023"
"2023-04-08","region","atlantic",1.92,0.29,15.35,"2022-2023"
"2022-11-05","region","atlantic",6.64,8.02,17.97,"2022-2023"
"2022-12-17","province","bc",11.48,16.28,10.73,"2022-2023"
"2023-03-04","region","atlantic",4.39,0.38,16.85,"2022-2023"
"2023-04-08","province","qc",1.91,3.88,10.4,"2022-2023"
"2022-11-05","region","prairies",3.24,17.78,15.27,"2022-2023"
"2022-12-17","nation","ca",8.71,17.27,13.1,"2022-2023"
"2022-11-05","region","territories",1.79,33.53,8.74,"2022-2023"
"2022-11-12","province","bc",4.25,16.06,9.76,"2022-2023"
"2022-12-10","region","territories",2.83,42.51,4.46,"2022-2023"
"2023-03-04","region","prairies",4.29,0.94,8.77,"2022-2023"
"2023-04-08","province","bc",1.79,1.13,15.76,"2022-2023"
"2022-11-12","nation","ca",7.54,16.24,12.43,"2022-2023"
"2022-12-10","region","prairies",8.49,18.67,10.88,"2022-2023"
"2023-04-08","nation","ca",1.34,2.23,10.92,"2022-2023"
"2023-03-04","region","territories",6.9,4.31,9.64,"2022-2023"
"2022-11-19","nation","ca",7.51,20.2,11.97,"2022-2023"
"2022-12-03","region","territories",1.58,34.74,7.65,"2022-2023"
"2022-11-05","province","qc",20.15,3.47,11.3,"2022-2023"
"2023-03-18","province","qc",2.21,2.72,10.26,"2022-2023"
"2022-11-26","nation","ca",6.65,24.1,11.76,"2022-2023"
"2022-12-03","province","bc",8.15,24.07,9.78,"2022-2023"
"2023-03-18","province","on",1.29,1.2,11.9,"2022-2023"
"2023-03-25","province","bc",3.53,1.36,14.78,"2022-2023"
"2022-11-26","province","bc",5.73,26.84,10.5,"2022-2023"
"2022-12-03","nation","ca",6.93,23.86,12.12,"2022-2023"
"2023-03-25","nation","ca",1.97,1.89,11.29,"2022-2023"
"2022-11-26","province","on",6.8,16.44,11.77,"2022-2023"
"2023-03-18","province","bc",3.69,1.47,13.01,"2022-2023"
"2023-03-18","region","territories",20.56,5.61,9.35,"2022-2023"
"2022-11-26","region","territories",2.98,19.64,8.68,"2022-2023"
"2022-11-26","province","qc",9.98,22.9,11.43,"2022-2023"
"2023-03-18","region","prairies",1.89,1.63,10.14,"2022-2023"
"2022-11-26","region","atlantic",6.24,24.2,13.65,"2022-2023"
"2022-11-26","region","prairies",5.01,30.33,11.72,"2022-2023"
"2023-03-18","region","atlantic",2.57,0.49,17.37,"2022-2023"
"2023-03-25","province","on",1.13,1.4,10.89,"2022-2023"
"2022-11-19","region","territories",2.86,10.86,7.61,"2022-2023"
"2023-03-11","region","atlantic",3.13,0.34,18.33,"2022-2023"
"2022-12-03","region","atlantic",5.35,27.96,13.22,"2022-2023"
"2022-11-19","province","bc",5.99,23.56,9.79,"2022-2023"
"2023-04-01","nation","ca",1.64,2.38,10.85,"2022-2023"
"2022-12-03","region","prairies",6.61,24.81,11.58,"2022-2023"
"2023-03-11","region","prairies",2.92,1.01,9.69,"2022-2023"
"2022-11-19","province","on",7.41,14.39,12.63,"2022-2023"
"2023-03-25","region","territories",11.57,6.61,7.73,"2022-2023"
"2022-11-19","province","qc",14.11,13.69,11.13,"2022-2023"
"2023-03-11","region","territories",18.81,2.97,10.81,"2022-2023"
"2022-12-03","province","on",6.85,16.07,11.38,"2022-2023"
"2023-03-25","region","prairies",1.46,1.33,10.08,"2022-2023"
"2022-11-19","region","atlantic",6.82,14.54,13.65,"2022-2023"
"2022-12-03","province","qc",7.91,26.97,12.95,"2022-2023"
"2023-03-25","region","atlantic",2.27,0.6,16.21,"2022-2023"
"2023-03-18","nation","ca",2.2,1.68,11.59,"2022-2023"
"2022-11-19","region","prairies",4.67,31.04,12.41,"2022-2023"
"2023-03-25","province","qc",2.36,3.85,10.15,"2022-2023"
"2023-03-04","province","qc",3.1,2.53,10.82,"2022-2023"
"2022-12-17","province","on",8.33,10.58,13.88,"2022-2023"
"2022-10-15","province","qc",11.12,0.49,13.37,"2022-2023"
"2023-04-22","region","territories",7.82,27.93,4.27,"2022-2023"
"2022-12-31","province","on",8.19,4.39,17.14,"2022-2023"
"2023-02-25","nation","ca",4.54,1.07,11.74,"2022-2023"
"2022-10-22","province","on",3.6,3.18,17.29,"2022-2023"
"2023-04-29","nation","ca",1.14,2.31,10.08,"2022-2023"
"2022-12-31","province","bc",15.06,7.27,14.45,"2022-2023"
"2022-10-22","province","qc",13.09,0.89,12.1,"2022-2023"
"2023-02-25","province","bc",6.76,0.9,11.86,"2022-2023"
"2022-12-31","nation","ca",10.69,8.04,15.61,"2022-2023"
"2022-10-22","province","bc",1.72,2.52,11.13,"2022-2023"
"2023-04-22","region","prairies",0.73,1.71,11.21,"2022-2023"
"2022-10-22","region","atlantic",3.38,2.6,20.72,"2022-2023"
"2023-04-22","region","atlantic",2.57,1.19,13.25,"2022-2023"
"2022-10-22","region","prairies",2.15,2.14,16.8,"2022-2023"
"2022-12-24","region","territories",4.86,19.46,9.94,"2022-2023"
"2023-02-25","province","on",2.29,0.56,12.15,"2022-2023"
"2023-04-22","province","qc",1.69,3.79,9.69,"2022-2023"
"2023-04-29","province","bc",1.31,0.82,18.02,"2022-2023"
"2023-04-29","province","on",0.49,1.78,7.85,"2022-2023"
"2022-12-24","region","prairies",13.66,9.68,10.3,"2022-2023"
"2022-12-31","region","prairies",16.74,6.42,11.99,"2022-2023"
"2023-05-06","province","bc",0.65,0.78,15.63,"2022-2023"
"2023-05-06","nation","ca",0.86,2.31,9.85,"2022-2023"
"2022-10-15","region","atlantic",3.45,1.68,27.02,"2022-2023"
"2022-12-31","region","territories",7.04,11.97,6.79,"2022-2023"
"2023-02-18","region","atlantic",6.83,0.1,17.66,"2022-2023"
"2023-04-29","region","territories",6.67,25.83,2.91,"2022-2023"
"2022-10-15","region","prairies",1.34,1,17.7,"2022-2023"
"2023-02-18","region","prairies",6.3,1.17,8.32,"2022-2023"
"2023-02-18","region","territories",9.52,0,14.49,"2022-2023"
"2023-04-29","region","prairies",0.62,2.54,9.48,"2022-2023"
"2022-10-15","region","territories",1.59,10.32,5.76,"2022-2023"
"2022-12-31","region","atlantic",7.9,9.36,19.43,"2022-2023"
"2023-04-29","region","atlantic",2.05,0.45,13.52,"2022-2023"
"2023-04-29","province","qc",1.91,3.49,9.25,"2022-2023"
"2022-10-22","nation","ca",4.56,2.44,15.39,"2022-2023"
"2022-12-31","province","qc",6.48,12.18,15.29,"2022-2023"
"2022-10-22","region","territories",3.57,18.75,7.24,"2022-2023"
"2023-02-25","province","qc",3.91,2.03,11.2,"2022-2023"
"2023-04-08","region","prairies",0.93,1.69,10.07,"2022-2023"
"2022-11-05","nation","ca",7.63,10.94,13.91,"2022-2023"
"2022-10-29","region","prairies",2.62,6.9,16.34,"2022-2023"
"2022-12-17","region","territories",2.49,27.36,14.08,"2022-2023"
"2023-04-15","province","on",0.94,2.06,9.48,"2022-2023"
"2023-03-04","nation","ca",3.73,1.33,11.19,"2022-2023"
"2022-10-29","region","territories",3.14,20.63,8.11,"2022-2023"
"2022-12-17","region","prairies",13.04,14.42,10.13,"2022-2023"
"2023-04-15","province","bc",1.92,0.76,18.31,"2022-2023"
"2022-12-17","region","atlantic",6.67,23.25,13.87,"2022-2023"
"2023-02-25","region","territories",14.77,10.23,13.53,"2022-2023"
"2023-04-15","nation","ca",1.41,2.53,11.37,"2022-2023"
"2023-03-04","province","bc",6.68,1.3,10.09,"2022-2023"
"2022-11-05","province","bc",3.31,8.13,8.56,"2022-2023"
"2023-04-08","region","territories",12.98,16.79,5.64,"2022-2023"
"2022-12-17","province","qc",5.36,21.72,14.24,"2022-2023"
"2023-03-04","province","on",2.1,0.85,11.39,"2022-2023"
"2022-11-05","province","on",7.09,11.32,16.57,"2022-2023"
"2023-04-15","province","qc",1.77,4.58,10.52,"2022-2023"
"2022-12-24","nation","ca",9.26,12.55,14.15,"2022-2023"
"2023-04-22","province","on",0.57,1.7,9.28,"2022-2023"
"2022-10-29","province","on",6.09,8.15,19.65,"2022-2023"
"2022-12-24","region","atlantic",6.81,16.93,15.87,"2022-2023"
"2022-10-29","nation","ca",6.59,5.57,15.78,"2022-2023"
"2023-04-22","province","bc",1.89,0.94,18.63,"2022-2023"
"2022-10-29","province","bc",3.1,3.41,10.82,"2022-2023"
"2022-12-24","province","qc",5.33,17.36,14.58,"2022-2023"
"2023-02-25","region","atlantic",6.43,0.1,18.63,"2022-2023"
"2023-04-22","nation","ca",1.31,2.36,10.94,"2022-2023"
"2022-12-24","province","on",8.14,6.6,15.78,"2022-2023"
"2022-10-29","region","atlantic",4.2,3.72,21.97,"2022-2023"
"2023-04-15","region","territories",7.69,24.79,2.33,"2022-2023"
"2022-09-03","nation","ca",1.14,0.2,13.4,"2022-2023"
"2022-10-29","province","qc",17.52,1.49,11.75,"2022-2023"
"2022-12-24","province","bc",13.96,12.26,12.56,"2022-2023"
"2023-02-25","region","prairies",5.69,1.11,8.45,"2022-2023"
"2023-04-15","region","prairies",0.84,1.77,10.55,"2022-2023"
"2023-04-15","region","atlantic",2.22,0.41,15.43,"2022-2023"
"2023-07-22","region","territories",0,1.14,2.75,"2022-2023"
"2023-02-18","province","bc",7.82,0.82,10.91,"2022-2023"
"2023-08-05","province","on",0.3,0.24,7.65,"2022-2023"
"2023-08-05","region","atlantic",0.71,0.12,8.49,"2022-2023"
"2023-08-26","province","on",0.48,0.69,12.52,"2022-2023"
"2023-07-29","region","atlantic",0.63,0.1,7.82,"2022-2023"
"2023-08-26","province","pe",0,0,11.21,"2022-2023"
"2022-09-03","province","qc",3.51,0.21,12.26,"2022-2023"
"2023-08-05","region","territories",7.02,1.75,1.41,"2022-2023"
"2023-08-19","nation","ca",0.43,0.64,11.58,"2022-2023"
"2023-08-12","province","on",0.56,0.45,7.74,"2022-2023"
"2023-08-19","region","territories",6,0,7.5,"2022-2023"
"2023-08-26","territory","nu",2.33,0,4.84,"2022-2023"
"2022-09-03","province","bc",0.5,0.2,7.27,"2022-2023"
"2023-08-12","nation","ca",0.55,0.7,9.39,"2022-2023"
"2023-08-12","region","atlantic",0.58,0,10.18,"2022-2023"
"2023-07-29","province","qc",1.39,0.19,7.59,"2022-2023"
"2023-07-29","nation","ca",0.48,0.49,7.7,"2022-2023"
"2023-08-19","region","prairies",0.18,0.41,8.01,"2022-2023"
"2023-08-26","province","qc",1.16,0.44,14.95,"2022-2023"
"2023-08-05","nation","ca",0.48,0.46,8.41,"2022-2023"
"2023-08-19","region","atlantic",0.67,1.33,11.77,"2022-2023"
"2023-02-04","province","bc",11.13,0.46,8.93,"2022-2023"
"2023-08-26","province","ns",0.57,0,17.28,"2022-2023"
"2023-08-05","region","prairies",0.4,0.39,7.21,"2022-2023"
"2023-07-29","province","bc",0.2,1.79,8.23,"2022-2023"
"2023-08-26","province","mb",0.35,0.12,13.98,"2022-2023"
"2023-08-26","province","nb",0,0,10.27,"2022-2023"
"2023-08-26","province","bc",0.06,1.35,17.48,"2022-2023"
"2023-08-12","province","bc",0.34,2.27,8.2,"2022-2023"
"2023-08-26","province","nl",0.46,0,12.47,"2022-2023"
"2023-08-19","province","bc",0.06,1.41,12.16,"2022-2023"
"2023-08-26","province","ab",0.28,0.26,9.13,"2022-2023"
"2023-08-26","nation","ca",0.51,0.55,13.4,"2022-2023"
"2023-08-12","region","prairies",0.14,0.71,7.9,"2022-2023"
"2023-07-29","region","prairies",0.1,0.42,7.16,"2022-2023"
"2023-01-28","region","atlantic",7.74,0.47,17.86,"2022-2023"
"2023-02-04","nation","ca",7.18,1.03,11.56,"2022-2023"
"2023-01-28","region","territories",8.6,0,6.35,"2022-2023"
"2022-09-03","province","on",0.54,0.11,12.71,"2022-2023"
"2023-08-05","province","qc",0.89,0.33,9.54,"2022-2023"
"2023-08-12","region","territories",1.67,1.67,9.57,"2022-2023"
"2023-08-26","territory","nt",NA,NA,NA,"2022-2023"
"2023-07-29","region","territories",2.9,0,2.08,"2022-2023"
"2023-08-26","region","atlantic",0.34,0,13.92,"2022-2023"
"2022-09-03","region","prairies",0.65,0.38,16.11,"2022-2023"
"2023-08-19","province","qc",0.72,0.46,13.86,"2022-2023"
"2023-08-26","region","territories",1.67,0,9.9,"2022-2023"
"2023-08-26","region","prairies",0.29,0.22,9.76,"2022-2023"
"2023-07-29","province","on",0.27,0.33,8.19,"2022-2023"
"2023-08-26","province","sk",0.22,0.21,7.42,"2022-2023"
"2022-09-03","region","atlantic",1.44,0.22,23.39,"2022-2023"
"2023-08-05","province","bc",0,1.52,9.12,"2022-2023"
"2023-01-28","region","prairies",11.31,1.22,8.86,"2022-2023"
"2023-08-12","province","qc",1.13,0.41,11.44,"2022-2023"
"2023-08-19","province","on",0.48,0.53,11.06,"2022-2023"
"2023-08-19","province","sk",0.26,1.01,5.8,"2022-2023"
"2023-08-19","territory","nt",NA,NA,NA,"2022-2023"
"2023-08-19","territory","nu",9.68,0,3.03,"2022-2023"
"2023-08-19","territory","yk",0,0,10.64,"2022-2023"
"2023-08-19","province","nl",1.88,0,13.73,"2022-2023"
"2023-08-19","province","nb",0,0.32,6.74,"2022-2023"
"2023-08-19","province","mb",0.52,0.13,10.61,"2022-2023"
"2023-08-19","province","ab",0.05,0.15,7.93,"2022-2023"
"2023-08-19","province","ns",0.55,3.02,14.86,"2022-2023"
"2023-08-19","province","pe",0,0,9.17,"2022-2023"
"2023-08-12","territory","nt",0,0,11.76,"2022-2023"
"2023-08-12","territory","nu",3.57,0,0,"2022-2023"
"2023-08-12","province","sk",0,0.35,5.26,"2022-2023"
"2023-08-12","territory","yk",0,0,17.95,"2022-2023"
"2023-08-12","province","ab",0.06,0.67,8.99,"2022-2023"
"2023-08-12","province","mb",0.46,0,9.15,"2022-2023"
"2023-08-12","province","pe",0,0,12.16,"2022-2023"
"2023-08-12","province","nb",0,0,6.86,"2022-2023"
"2023-08-12","province","ns",0.32,0,12.32,"2022-2023"
"2023-08-12","province","nl",1.77,0,11.04,"2022-2023"
"2023-08-05","province","ab",0.54,0.47,7.52,"2022-2023"
"2023-08-05","province","mb",0.27,0.14,8.29,"2022-2023"
"2023-08-05","province","nb",0.7,0,8.16,"2022-2023"
"2023-08-05","territory","yk",0,10,4.76,"2022-2023"
"2023-08-05","territory","nu",5.26,0,0,"2022-2023"
"2023-08-05","province","pe",0,0,6.67,"2022-2023"
"2023-08-05","province","nl",1.6,0.53,8.33,"2022-2023"
"2023-08-05","province","ns",0.27,0,8.88,"2022-2023"
"2023-08-05","province","sk",0,0.53,5.38,"2022-2023"
"2023-08-05","territory","nt",0,0,0,"2022-2023"
"2023-07-29","territory","nu",2.7,0,0,"2022-2023"
"2023-07-29","territory","nt",0,0,0,"2022-2023"
"2023-07-29","province","pe",0,0,10.53,"2022-2023"
"2023-07-29","province","ns",0.22,0,5.82,"2022-2023"
"2023-07-29","province","nl",2.46,0,8.36,"2022-2023"
"2023-07-29","province","ab",0,0.22,7.44,"2022-2023"
"2023-07-29","province","mb",0.41,0.68,6.03,"2022-2023"
"2023-07-29","province","nb",0,0.34,10.07,"2022-2023"
"2023-07-29","territory","yk",0,0,4.88,"2022-2023"
"2023-07-29","province","sk",0,0.44,7.22,"2022-2023"
"2023-07-22","province","mb",0.3,0.46,4.52,"2022-2023"
"2023-07-22","province","ns",1.17,0,NA,"2022-2023"
"2023-07-22","province","nl",1.04,0.52,10.62,"2022-2023"
"2023-07-22","province","nb",0,0.72,9.09,"2022-2023"
"2023-07-22","province","ab",0.18,0.17,5.14,"2022-2023"
"2023-07-22","province","pe",0,0,3.92,"2022-2023"
"2023-07-22","province","sk",0,0,5.3,"2022-2023"
"2023-07-22","territory","yk",0,7.69,3.85,"2022-2023"
"2023-07-22","territory","nt",0,0,0,"2022-2023"
"2023-07-22","territory","nu",NA,NA,NA,"2022-2023"
"2023-07-15","province","ab",0.19,0.48,3.33,"2022-2023"
"2023-07-15","province","sk",0,0.72,4.86,"2022-2023"
"2023-07-15","province","pe",0,0,8.06,"2022-2023"
"2023-07-15","province","mb",0.12,0.62,2.69,"2022-2023"
"2023-07-15","province","nb",0,0,4.04,"2022-2023"
"2023-07-15","province","nl",0.85,0.43,13.53,"2022-2023"
"2023-07-15","province","ns",0,0,12.38,"2022-2023"
"2023-07-15","territory","nt",0,0,0,"2022-2023"
"2023-07-15","territory","yk",8.33,8.33,0,"2022-2023"
"2023-07-15","territory","nu",NA,NA,NA,"2022-2023"
"2023-07-08","province","sk",0,0.22,2.15,"2022-2023"
"2023-07-08","province","ab",0,0.82,3.1,"2022-2023"
"2023-07-08","province","pe",0,0,9.52,"2022-2023"
"2023-07-08","province","mb",0.14,0.68,4.09,"2022-2023"
"2023-07-08","province","nb",1.55,0.51,4.69,"2022-2023"
"2023-07-08","province","nl",1.58,0.53,12.54,"2022-2023"
"2023-07-08","province","ns",0.21,0,10.67,"2022-2023"
"2023-07-08","territory","yk",0,0,9.52,"2022-2023"
"2023-07-08","territory","nu",2.27,2.27,0,"2022-2023"
"2023-07-08","territory","nt",0,0,0,"2022-2023"
"2023-07-01","province","sk",0,0.88,3.2,"2022-2023"
"2023-07-01","territory","yk",6.67,0,0,"2022-2023"
"2023-07-01","territory","nu",0,0,0,"2022-2023"
"2023-07-01","territory","nt",0,0,0,"2022-2023"
"2023-07-01","province","pe",0,0,15.07,"2022-2023"
"2023-07-01","province","ab",0.12,0.66,4.46,"2022-2023"
"2023-07-01","province","ns",0.32,0.16,6.89,"2022-2023"
"2023-07-01","province","nl",2.46,0.49,14.8,"2022-2023"
"2023-07-01","province","mb",0,0.41,3.45,"2022-2023"
"2023-07-01","province","nb",0.42,0.21,4.41,"2022-2023"
"2023-06-24","territory","nu",0,2.17,3.92,"2022-2023"
"2023-06-24","territory","nt",0,0,0,"2022-2023"
"2023-06-24","province","mb",0.4,0.13,4.61,"2022-2023"
"2023-06-24","province","sk",0,1.26,2.97,"2022-2023"
"2023-06-24","province","ns",0.3,0.15,10.35,"2022-2023"
"2023-06-24","province","nl",2.6,0.43,18.88,"2022-2023"
"2023-06-24","province","nb",0.18,0,6.55,"2022-2023"
"2023-06-24","territory","yk",0,0,3.57,"2022-2023"
"2023-06-24","province","ab",0.06,0.55,4.11,"2022-2023"
"2023-06-24","province","pe",0,0,15.94,"2022-2023"
"2023-06-17","territory","yk",0,7.69,3.57,"2022-2023"
"2023-06-17","province","pe",0,0,10.2,"2022-2023"
"2023-06-17","province","ns",0.57,0.72,13.45,"2022-2023"
"2023-06-17","province","nl",1.32,0.44,12.82,"2022-2023"
"2023-06-17","province","nb",0.18,0.36,10.47,"2022-2023"
"2023-06-17","territory","nt",0,0,0,"2022-2023"
"2023-06-17","province","mb",0.66,0.4,7.11,"2022-2023"
"2023-06-17","territory","nu",0,5.26,1.18,"2022-2023"
"2023-06-17","province","sk",0,1.29,2.92,"2022-2023"
"2023-06-17","province","ab",0.06,0.71,3.84,"2022-2023"
"2023-06-10","province","pe",0,0,12.12,"2022-2023"
"2023-06-10","province","sk",0.19,1.58,3.05,"2022-2023"
"2023-06-10","province","ab",0.16,0.91,4.61,"2022-2023"
"2023-06-10","province","mb",0.51,0.51,7.87,"2022-2023"
"2023-06-10","province","nb",0.17,0.17,10.33,"2022-2023"
"2023-06-10","province","nl",3.07,0.44,16.22,"2022-2023"
"2023-06-10","province","ns",0.27,0.14,17.69,"2022-2023"
